Item,Factor1 Loading,Factor2 Loading,Factor3 Loading,Factor4 Loading,Factor5 Loading,Factor6 Loading,Factor7 Loading,Communalities,Uniqueness
EPRACX06,0.5156316017135685,0.3584684626365426,0.20585902389290717,0.16152721063817352,0.016331053574860446,0.274784240089997,-0.03153236221066897,0.5396119366646827,0.46038806333531734
EPERFX01,0.37384495293626624,0.16768481234953397,0.6224105461178807,0.04678856899250784,0.08581011400807782,-0.041577401169089354,0.13632790839181969,0.5851396577962859,0.41486034220371415
EPERFX02,0.24777326197466046,0.312947028162581,0.645843138656471,0.10707621817663003,0.0649700956990398,0.1095439579329395,-0.07316205608003204,0.6094797865386197,0.39052021346138033
EPERFX03,0.21306151522880834,0.2309211168276863,0.7752137973445324,0.13146286068317184,0.08932000014847236,-0.13482068454766138,-0.06390976527711116,0.7471978243070732,0.25280217569292684
EPERFX04,0.17129564706227848,0.16467428096821166,0.7807634596108542,0.12166319699949757,0.07982958869855805,-0.13208700243952134,-0.027189430828991685,0.7054123354765742,0.2945876645234258
EPERFX05,0.21067369489104654,0.10118310436690076,0.7792233611861691,0.04949548226172944,0.025969650362219612,0.04138576716275589,0.043671368575479236,0.668554668607802,0.331445331392198
EPERFX06,0.049450013355586235,0.02295351625278218,0.7289071927466881,0.06531334731841502,-0.02342199969537007,0.005274173640975703,0.1058527931537786,0.5503249175008096,0.4496750824991904
EPERFX07,0.17851326278000598,0.20192595368537106,0.618333008663661,0.13369585221100735,0.09187360190380532,0.1333979767040997,0.04731235741431749,0.5013256043412193,0.4986743956587807
EPERFX08,0.2608330268842999,0.10623747068683537,0.5208595677525207,0.07417701503785377,0.10809504696362501,0.11253623758551617,0.19578081806084568,0.41879625963937683,0.5812037403606232
EPERFX09,0.14733444597795256,0.020286757082417395,0.5214769023990948,0.0951463398806776,-0.02209088267209404,-0.012984959629396308,0.09288159586158874,0.3123935843366005,0.6876064156633994
LAYOUTN01,0.16159562317350934,-0.014561350265446318,0.09279320493640582,0.6888989015271925,0.044299186887211336,-0.015997339426828433,0.05549394323743751,0.5148153643217752,0.4851846356782248
LAYOUTN02,0.2150028954745838,0.06110167216805613,0.10009694867952973,0.6555105181836007,-0.07081201242195859,0.0835837757415649,-0.041220998392730246,0.5033728573674299,0.49662714263257013
LAYOUTN03,0.11552048542599166,0.1844022798965646,0.04884697789153029,0.6515009811005562,-0.06531945994172234,0.043819892246715154,0.07031032796433445,0.48531909603027495,0.5146809039697251
LAYOUTN04,0.18248071606521285,0.08639482455497632,0.06443258181299469,0.6041270637021698,0.01139734607619456,0.2520892757683007,0.020620782754777987,0.4739884632784384,0.5260115367215616
JITDELN01,0.08126449646103094,0.16736334100347072,0.19086809077633632,0.27460186006924503,0.3367509382553605,0.3889378140408815,0.061119300734594824,0.41486060245605266,0.5851393975439474
JITDELN02,0.003166062393419206,0.17503946903354897,0.261818694577339,0.027977191678513938,0.33046523983828735,0.26272314361459287,-0.014452147386694973,0.27842018125122153,0.7215798187487785
JITDELN03,-0.020775034660810376,0.24401407441779924,0.14358274182294034,0.2867572228419022,0.31541029793007036,0.2272751239099648,-0.05403474948491302,0.31687757132104954,0.6831224286789505
KANBANN01,-0.04210390604003637,0.10867990474064912,0.009367563002585115,-0.0037835447624496124,0.14743879195489007,0.5101237181330118,0.1045813968398728,0.30658780078578646,0.6934121992142135
KANBANN02,0.06444800288871677,-0.02598586288125046,-0.056667393765074445,0.2543216043992745,0.14638471928562352,0.5502966962632095,0.04666037962222551,0.3991516131113984,0.6008483868886016
KANBANN03,0.08644928794322392,-0.03976734888936135,-0.04281315929510406,0.18400249529664933,0.20271523753572737,0.6659033301467306,0.04136298816450898,0.5309764157273695,0.46902358427263047
LINKCN01,0.19703680612913452,-0.020906915989415284,0.12866462582945032,0.27893302503661943,0.5419717062642708,0.26957482673919614,-0.014016101491441776,0.5002191892051615,0.4997808107948385
LINKCN02,0.09074719864908191,-0.06929751991648964,0.042054174057399626,0.423947269698628,0.2956074772830195,0.007900671025348704,0.1118681501305124,0.294497725611708,0.7055022743882919
LINKCN03,-0.0072589873109989945,-0.013586638159785907,0.0757514041517689,0.48366951209297004,0.3681128114534744,-0.006905777566818636,-0.039236525426739506,0.37700599844002924,0.6229940015599708
LINKCN04,0.049712904641358045,0.06496448477229967,6.927005975321558e-05,0.23273510932607092,0.7331564435689939,0.12734863593013504,0.047820052091182036,0.6168801962829753,0.3831198037170247
LINKCN05,0.08005046909289243,0.09193221231641999,0.022597377211836828,0.21298828139519352,0.7373195672213799,0.2884590948167934,0.038804453352863214,0.689088837921977,0.31091116207802305
SCHEDN01,0.048473464458755104,0.07105672555869408,0.03847126326260457,0.5878542869585719,0.15171748364529056,0.1026608853279965,0.08425043818307212,0.3951070243503761,0.604892975649624
SCHEDN02,0.014485060537669639,0.09266830048609868,0.03327872846250788,0.5980046182166385,0.15026467891686326,0.10084991462472884,0.051706562219951104,0.4029379756566796,0.5970620243433205
SCHEDR03,0.0671183931060722,-0.21025555628976125,0.08807468178830492,-0.0515746849025888,-0.14244073125429277,-0.15366650565573933,-0.004558646729513452,0.10305291347947823,0.8969470865205218
SETUPN01,0.16617500217653222,0.04995361286520497,0.01873864589624015,0.5282369775510459,0.12221591429020932,0.0031382056820854444,0.005950929121991946,0.324476927687056,0.675523072312944
SETUPN02,-0.04276222031324418,0.18259811672330947,0.1608710980975186,0.5681655784990738,0.04358372588838205,0.05485280058275245,-0.04049276813235693,0.390410349676412,0.609589650323588
SETUPN03,0.17330531331195265,0.20679923830872388,0.15443854585110067,0.4602455579541746,0.346151710066084,0.0164313986569208,-0.08505732382967066,0.4358036402289368,0.5641963597710632
